AlgoName,FileName,PopSize,Gen,Cost
ROI,testfiles/eil76.tsp,100,10000,1139.314104680629
ROI,testfiles/eil76.tsp,100,20000,983.6591668898182
TOI,testfiles/eil76.tsp,100,0,2215.189813045004
TOI,testfiles/eil76.tsp,100,2000,875.3645015745954
TOI,testfiles/eil76.tsp,100,5000,705.7108158008797
TOI,testfiles/eil76.tsp,100,10000,663.6459124137525
TOI,testfiles/eil76.tsp,100,20000,586.4017638302365
TOS,testfiles/eil76.tsp,100,0,2255.2614831778096
TOS,testfiles/eil76.tsp,100,2000,1108.1818331212885
TOS,testfiles/eil76.tsp,100,5000,968.9467855634412
TOS,testfiles/eil76.tsp,100,10000,867.3696314665771
TOS,testfiles/eil76.tsp,100,20000,809.6395707971311
ROI,testfiles/eil76.tsp,200,0,2245.1958755376586
ROI,testfiles/eil76.tsp,200,2000,1669.9839369782296
ROI,testfiles/eil76.tsp,200,5000,1487.6096497568574
ROI,testfiles/eil76.tsp,200,10000,1280.8392757072193
ROI,testfiles/eil76.tsp,200,20000,1112.3481059936132
TOI,testfiles/eil76.tsp,200,0,2184.503558069936
TOI,testfiles/eil76.tsp,200,2000,847.8701679718749
TOI,testfiles/eil76.tsp,200,5000,703.3740268536164
TOI,testfiles/eil76.tsp,200,10000,608.7023012252988
TOI,testfiles/eil76.tsp,200,20000,573.468064184337
TOS,testfiles/eil76.tsp,200,0,2181.6495032903645
TOS,testfiles/eil76.tsp,200,2000,1044.7135092829958
TOS,testfiles/eil76.tsp,200,5000,906.5828596447777
TOS,testfiles/eil76.tsp,200,10000,787.4819930916142
TOS,testfiles/eil76.tsp,200,20000,745.1376075630237
ROI,testfiles/eil101.tsp,20,0,3196.357868148045
ROI,testfiles/eil101.tsp,20,2000,1633.1674600465738
ROI,testfiles/eil101.tsp,20,5000,1384.252336989411
ROI,testfiles/eil101.tsp,20,10000,1143.238555037156
ROI,testfiles/eil101.tsp,20,20000,871.6242173057873
TOI,testfiles/eil101.tsp,20,0,3254.4551806934387
TOI,testfiles/eil101.tsp,20,2000,1191.1601486437785
TOI,testfiles/eil101.tsp,20,5000,909.2632732386386
TOI,testfiles/eil101.tsp,20,10000,808.5204678026474
TOI,testfiles/eil101.tsp,20,20000,734.5616734973702
TOS,testfiles/eil101.tsp,20,0,3110.842964177548
TOS,testfiles/eil101.tsp,20,2000,1430.6125103035254
TOS,testfiles/eil101.tsp,20,5000,1253.1947862883567
TOS,testfiles/eil101.tsp,20,10000,1102.8791675499547
TOS,testfiles/eil101.tsp,20,20000,1016.2860068773341
ROI,testfiles/eil101.tsp,50,0,3100.897424417985
ROI,testfiles/eil101.tsp,50,2000,1753.4666514406608
ROI,testfiles/eil101.tsp,50,5000,1538.0139911185554
ROI,testfiles/eil101.tsp,50,10000,1345.1733285841085
ROI,testfiles/eil101.tsp,50,20000,1163.7931417055174
TOI,testfiles/eil101.tsp,50,0,3140.7391920963914
TOI,testfiles/eil101.tsp,50,2000,1224.4218364783521
TOI,testfiles/eil101.tsp,50,5000,944.9339025036973
TOI,testfiles/eil101.tsp,50,10000,782.1159292813944
TOI,testfiles/eil101.tsp,50,20000,682.5004394289505
TOS,testfiles/eil101.tsp,50,0,3103.1288116848664
TOS,testfiles/eil101.tsp,50,2000,1499.5333064417941
TOS,testfiles/eil101.tsp,50,5000,1223.8132569112568
TOS,testfiles/eil101.tsp,50,10000,1117.1367953184213
TOS,testfiles/eil101.tsp,50,20000,1035.7553170899625
ROI,testfiles/eil101.tsp,100,0,3149.8226002653305
ROI,testfiles/eil101.tsp,100,2000,2265.607003087117
ROI,testfiles/eil101.tsp,100,5000,1906.8060468969638
ROI,testfiles/eil101.tsp,100,10000,1633.5986553703478
ROI,testfiles/eil101.tsp,100,20000,1295.2767796155938
TOI,testfiles/eil101.tsp,100,0,3138.0575410018037
TOI,testfiles/eil101.tsp,100,2000,1189.5366312348294
TOI,testfiles/eil101.tsp,100,5000,939.7952868319118
TOI,testfiles/eil101.tsp,100,10000,788.3769080596945
TOI,testfiles/eil101.tsp,100,20000,724.9013331018227
TOS,testfiles/eil101.tsp,100,0,3189.253375183488
TOS,testfiles/eil101.tsp,100,2000,1473.7341962598393
TOS,testfiles/eil101.tsp,100,5000,1341.1312986904993
TOS,testfiles/eil101.tsp,100,10000,1137.8272119355818
TOS,testfiles/eil101.tsp,100,20000,1011.22310293398
ROI,testfiles/eil101.tsp,200,0,3031.601777403316
ROI,testfiles/eil101.tsp,200,2000,2379.528749311241
ROI,testfiles/eil101.tsp,200,5000,2203.7978310351746
ROI,testfiles/eil101.tsp,200,10000,1947.0681068893946
ROI,testfiles/eil101.tsp,200,20000,1702.7651493107253
TOI,testfiles/eil101.tsp,200,0,3160.6827921832355
TOI,testfiles/eil101.tsp,200,2000,1282.8364202534867
TOI,testfiles/eil101.tsp,200,5000,985.4601167546875
TOI,testfiles/eil101.tsp,200,10000,807.3352999826039
TOI,testfiles/eil101.tsp,200,20000,703.7014495431862
TOS,testfiles/eil101.tsp,200,0,3069.8188339539684
TOS,testfiles/eil101.tsp,200,2000,1498.9405888466194
TOS,testfiles/eil101.tsp,200,5000,1206.6833240250685
TOS,testfiles/eil101.tsp,200,10000,1040.9527400691586
TOS,testfiles/eil101.tsp,200,20000,909.2804816192407
ROI,testfiles/st70.tsp,20,0,3314.7291700791443
ROI,testfiles/st70.tsp,20,2000,1569.4490167413317
ROI,testfiles/st70.tsp,20,5000,1249.4023653821885
ROI,testfiles/st70.tsp,20,10000,1030.6036864727796
ROI,testfiles/st70.tsp,20,20000,881.3715129319639
TOI,testfiles/st70.tsp,20,0,3270.974715778626
TOI,testfiles/st70.tsp,20,2000,1129.3186118469118
TOI,testfiles/st70.tsp,20,5000,853.9601530887182
TOI,testfiles/st70.tsp,20,10000,756.3056361397979
TOI,testfiles/st70.tsp,20,20000,739.5656200686559
TOS,testfiles/st70.tsp,20,0,3410.1180764647875
TOS,testfiles/st70.tsp,20,2000,1388.3147311226355
TOS,testfiles/st70.tsp,20,5000,1148.2304391478945
TOS,testfiles/st70.tsp,20,10000,1051.2949901273898
TOS,testfiles/st70.tsp,20,20000,1036.8822208999452
ROI,testfiles/st70.tsp,50,0,3240.93237158086
ROI,testfiles/st70.tsp,50,2000,1830.2844161154503
ROI,testfiles/st70.tsp,50,5000,1547.7545216938481
ROI,testfiles/st70.tsp,50,10000,1364.6137563902125
ROI,testfiles/st70.tsp,50,20000,1071.2228698274184
TOI,testfiles/st70.tsp,50,0,3255.8550836081563
TOI,testfiles/st70.tsp,50,2000,1137.7037541195875
TOI,testfiles/st70.tsp,50,5000,884.5637398030973
TOI,testfiles/st70.tsp,50,10000,764.6303978136823
TOI,testfiles/st70.tsp,50,20000,734.8709739862322
TOS,testfiles/st70.tsp,50,0,3412.7908070963026
TOS,testfiles/st70.tsp,50,2000,1206.4406401484805
TOS,testfiles/st70.tsp,50,5000,1072.7550506809696
TOS,testfiles/st70.tsp,50,10000,1009.2037233753204
TOS,testfiles/st70.tsp,50,20000,989.6606083248151
ROI,testfiles/st70.tsp,100,0,2813.915713507462
ROI,testfiles/st70.tsp,100,2000,2165.4857558995113
ROI,testfiles/st70.tsp,100,5000,1756.1823241010259
ROI,testfiles/st70.tsp,100,10000,1505.555110163651
ROI,testfiles/st70.tsp,100,20000,1209.2296515081318
TOI,testfiles/st70.tsp,100,0,3247.3751951219433
TOI,testfiles/st70.tsp,100,2000,1142.1997268289304
TOI,testfiles/st70.tsp,100,5000,872.2137174583734
TOI,testfiles/st70.tsp,100,10000,768.2817224770848
TOI,testfiles/st70.tsp,100,20000,744.0259299991474
TOS,testfiles/st70.tsp,100,0,3179.2368440420178
TOS,testfiles/st70.tsp,100,2000,1330.2656776840868
TOS,testfiles/st70.tsp,100,5000,1192.9855347699445
TOS,testfiles/st70.tsp,100,10000,1137.0212705072113
TOS,testfiles/st70.tsp,100,20000,1065.548027015604
ROI,testfiles/st70.tsp,200,0,2995.7686312099836
ROI,testfiles/st70.tsp,200,2000,2411.466303423353
ROI,testfiles/st70.tsp,200,5000,2017.234506536943
ROI,testfiles/st70.tsp,200,10000,1783.025195384573
ROI,testfiles/st70.tsp,200,20000,1423.953788643502
TOI,testfiles/st70.tsp,200,0,3070.9374263291024
TOI,testfiles/st70.tsp,200,2000,1175.2152255330393
TOI,testfiles/st70.tsp,200,5000,857.8392187837865
TOI,testfiles/st70.tsp,200,10000,771.8630064533245
TOI,testfiles/st70.tsp,200,20000,736.9930896936293
TOS,testfiles/st70.tsp,200,0,3185.28202698722
TOS,testfiles/st70.tsp,200,2000,1392.734774343883
TOS,testfiles/st70.tsp,200,5000,1253.6116628528712
TOS,testfiles/st70.tsp,200,10000,1128.9812899837345
TOS,testfiles/st70.tsp,200,20000,1059.2892993326195
ROI,testfiles/kroA100.tsp,20,0,159904.85386777422
ROI,testfiles/kroA100.tsp,20,2000,75698.13131479145
ROI,testfiles/kroA100.tsp,20,5000,57748.77108004744
ROI,testfiles/kroA100.tsp,20,10000,46835.67251155419
ROI,testfiles/kroA100.tsp,20,20000,36686.28177226701
TOI,testfiles/kroA100.tsp,20,0,162459.56704968165
TOI,testfiles/kroA100.tsp,20,2000,49479.63267938774
TOI,testfiles/kroA100.tsp,20,5000,34030.05739970811
TOI,testfiles/kroA100.tsp,20,10000,26546.413362616437
TOI,testfiles/kroA100.tsp,20,20000,24661.81144895398
TOS,testfiles/kroA100.tsp,20,0,149092.52449179988
TOS,testfiles/kroA100.tsp,20,2000,65941.91003477575
TOS,testfiles/kroA100.tsp,20,5000,51977.27792191308
TOS,testfiles/kroA100.tsp,20,10000,42453.953246211684
TOS,testfiles/kroA100.tsp,20,20000,39720.485104681706
ROI,testfiles/kroA100.tsp,50,0,152924.00266470978
ROI,testfiles/kroA100.tsp,50,2000,88675.91489441688
ROI,testfiles/kroA100.tsp,50,5000,69509.83677158304
ROI,testfiles/kroA100.tsp,50,10000,57614.2734806142
ROI,testfiles/kroA100.tsp,50,20000,44380.41209144946
TOI,testfiles/kroA100.tsp,50,0,141067.88949016161
TOI,testfiles/kroA100.tsp,50,2000,50117.13645361939
TOI,testfiles/kroA100.tsp,50,5000,36322.359281670266
TOI,testfiles/kroA100.tsp,50,10000,29730.672601749022
TOI,testfiles/kroA100.tsp,50,20000,24154.273872838858
TOS,testfiles/kroA100.tsp,50,0,153746.8271897791
TOS,testfiles/kroA100.tsp,50,2000,73901.22985518049
TOS,testfiles/kroA100.tsp,50,5000,61101.18379036072
TOS,testfiles/kroA100.tsp,50,10000,50798.511969902705
TOS,testfiles/kroA100.tsp,50,20000,44221.32618629156
ROI,testfiles/kroA100.tsp,100,0,151610.8156147326
ROI,testfiles/kroA100.tsp,100,2000,95928.2797637102
ROI,testfiles/kroA100.tsp,100,5000,78224.29775982416
ROI,testfiles/kroA100.tsp,100,10000,64040.664628115985
ROI,testfiles/kroA100.tsp,100,20000,53439.10308498674
TOI,testfiles/kroA100.tsp,100,0,149593.18189339206
TOI,testfiles/kroA100.tsp,100,2000,47134.43543102292
TOI,testfiles/kroA100.tsp,100,5000,36764.08026488286
TOI,testfiles/kroA100.tsp,100,10000,29859.108946809203
TOI,testfiles/kroA100.tsp,100,20000,24334.99300239488
TOS,testfiles/kroA100.tsp,100,0,135115.35561308498
TOS,testfiles/kroA100.tsp,100,2000,63214.84834542672
TOS,testfiles/kroA100.tsp,100,5000,49669.94235700819
TOS,testfiles/kroA100.tsp,100,10000,43615.31736167989
TOS,testfiles/kroA100.tsp,100,20000,37840.941712387495
ROI,testfiles/kroA100.tsp,200,0,144760.9502963688
ROI,testfiles/kroA100.tsp,200,2000,114221.91711414442
ROI,testfiles/kroA100.tsp,200,5000,98366.70055587437
ROI,testfiles/kroA100.tsp,200,10000,83003.33556076098
ROI,testfiles/kroA100.tsp,200,20000,71358.52506228333
TOI,testfiles/kroA100.tsp,200,0,149464.90718170322
TOI,testfiles/kroA100.tsp,200,2000,49639.97476929485
TOI,testfiles/kroA100.tsp,200,5000,35352.58351112723
TOI,testfiles/kroA100.tsp,200,10000,26006.58435591717
TOI,testfiles/kroA100.tsp,200,20000,24173.376958494704
TOS,testfiles/kroA100.tsp,200,0,147748.44128302942
TOS,testfiles/kroA100.tsp,200,2000,61756.801099023665
TOS,testfiles/kroA100.tsp,200,5000,48661.71574199213
TOS,testfiles/kroA100.tsp,200,10000,43655.89658313915
TOS,testfiles/kroA100.tsp,200,20000,38826.3952955713
ROI,testfiles/kroC100.tsp,20,0,147379.94623004005
ROI,testfiles/kroC100.tsp,20,2000,75018.39163580393
ROI,testfiles/kroC100.tsp,20,5000,56559.06580852856
ROI,testfiles/kroC100.tsp,20,10000,47918.09848161411
ROI,testfiles/kroC100.tsp,20,20000,35555.29747456824
TOI,testfiles/kroC100.tsp,20,0,151256.9428421062
TOI,testfiles/kroC100.tsp,20,2000,52034.58271730791
TOI,testfiles/kroC100.tsp,20,5000,35612.62761864904
TOI,testfiles/kroC100.tsp,20,10000,28308.36650735924
TOI,testfiles/kroC100.tsp,20,20000,22919.41667111338
TOS,testfiles/kroC100.tsp,20,0,156937.45367104624
TOS,testfiles/kroC100.tsp,20,2000,74523.21138932114
TOS,testfiles/kroC100.tsp,20,5000,58945.3898549564
TOS,testfiles/kroC100.tsp,20,10000,49990.42400642003
TOS,testfiles/kroC100.tsp,20,20000,41449.54275653069
ROI,testfiles/kroC100.tsp,50,0,154951.19912019363
ROI,testfiles/kroC100.tsp,50,2000,89702.3297822421
ROI,testfiles/kroC100.tsp,50,5000,70927.96165854561
ROI,testfiles/kroC100.tsp,50,10000,57627.31187692847
ROI,testfiles/kroC100.tsp,50,20000,47083.17309220003
TOI,testfiles/kroC100.tsp,50,0,146221.09734455924
TOI,testfiles/kroC100.tsp,50,2000,44797.160060039896
TOI,testfiles/kroC100.tsp,50,5000,31928.040259141533
TOI,testfiles/kroC100.tsp,50,10000,26805.624730978943
TOI,testfiles/kroC100.tsp,50,20000,23201.644537099382
TOS,testfiles/kroC100.tsp,50,0,153594.36684406598
TOS,testfiles/kroC100.tsp,50,2000,60464.122413216675
TOS,testfiles/kroC100.tsp,50,5000,49950.43854361286
TOS,testfiles/kroC100.tsp,50,10000,45586.55598208403
TOS,testfiles/kroC100.tsp,50,20000,41407.937853591844
ROI,testfiles/kroC100.tsp,100,0,144087.0729875918
ROI,testfiles/kroC100.tsp,100,2000,101521.48389770032
ROI,testfiles/kroC100.tsp,100,5000,83116.72590028589
ROI,testfiles/kroC100.tsp,100,10000,69672.13485207986
ROI,testfiles/kroC100.tsp,100,20000,53395.377749806124
TOI,testfiles/kroC100.tsp,100,0,148567.40301270687
TOI,testfiles/kroC100.tsp,100,2000,47438.95293638161
TOI,testfiles/kroC100.tsp,100,5000,35493.854959834665
TOI,testfiles/kroC100.tsp,100,10000,28644.23325998379
TOI,testfiles/kroC100.tsp,100,20000,24172.784086212778
TOS,testfiles/kroC100.tsp,100,0,143795.66612543995
TOS,testfiles/kroC100.tsp,100,2000,65786.55635306073
TOS,testfiles/kroC100.tsp,100,5000,56272.6600848156
TOS,testfiles/kroC100.tsp,100,10000,52160.37320748972
TOS,testfiles/kroC100.tsp,100,20000,46302.67843513882
ROI,testfiles/kroC100.tsp,200,0,144367.10137772065
ROI,testfiles/kroC100.tsp,200,2000,116073.35012809651
ROI,testfiles/kroC100.tsp,200,5000,96934.71449153272
ROI,testfiles/kroC100.tsp,200,10000,83513.65508734729
ROI,testfiles/kroC100.tsp,200,20000,66374.43388839033
TOI,testfiles/kroC100.tsp,200,0,151113.24786781648
TOI,testfiles/kroC100.tsp,200,2000,46274.89322964851
TOI,testfiles/kroC100.tsp,200,5000,33424.6060379109
TOI,testfiles/kroC100.tsp,200,10000,27938.61573207877
TOI,testfiles/kroC100.tsp,200,20000,23650.62470069143
TOS,testfiles/kroC100.tsp,200,0,144492.1532393986
TOS,testfiles/kroC100.tsp,200,2000,67466.67219196324
TOS,testfiles/kroC100.tsp,200,5000,55423.75329055513
TOS,testfiles/kroC100.tsp,200,10000,48090.586303336626
TOS,testfiles/kroC100.tsp,200,20000,43543.05147757639
ROI,testfiles/kroD100.tsp,20,0,145374.20726771644
ROI,testfiles/kroD100.tsp,20,2000,69758.41563602418
ROI,testfiles/kroD100.tsp,20,5000,53970.224018049295
ROI,testfiles/kroD100.tsp,20,10000,42334.21022503742
ROI,testfiles/kroD100.tsp,20,20000,32621.444758398684
TOI,testfiles/kroD100.tsp,20,0,152276.3779805423
TOI,testfiles/kroD100.tsp,20,2000,48606.85795397933
TOI,testfiles/kroD100.tsp,20,5000,33838.06989214036
TOI,testfiles/kroD100.tsp,20,10000,25003.302924686748
TOI,testfiles/kroD100.tsp,20,20000,23765.989713461393
TOS,testfiles/kroD100.tsp,20,0,149582.5995504862
TOS,testfiles/kroD100.tsp,20,2000,64610.46311483043
TOS,testfiles/kroD100.tsp,20,5000,50783.40784094102
TOS,testfiles/kroD100.tsp,20,10000,42422.69140218284
TOS,testfiles/kroD100.tsp,20,20000,35062.540742499004
ROI,testfiles/kroD100.tsp,50,0,145377.86031327024
ROI,testfiles/kroD100.tsp,50,2000,85154.83931884215
ROI,testfiles/kroD100.tsp,50,5000,67245.65626576776
ROI,testfiles/kroD100.tsp,50,10000,53873.83938955524
ROI,testfiles/kroD100.tsp,50,20000,46496.65674812898
TOI,testfiles/kroD100.tsp,50,0,142634.86949804667
TOI,testfiles/kroD100.tsp,50,2000,46617.71787015237
TOI,testfiles/kroD100.tsp,50,5000,35133.568942744154
TOI,testfiles/kroD100.tsp,50,10000,27790.355534990988
TOI,testfiles/kroD100.tsp,50,20000,23261.31023885737
TOS,testfiles/kroD100.tsp,50,0,145014.32332346565
TOS,testfiles/kroD100.tsp,50,2000,62500.56271408986
TOS,testfiles/kroD100.tsp,50,5000,51644.94648785312
TOS,testfiles/kroD100.tsp,50,10000,45728.7863831767
TOS,testfiles/kroD100.tsp,50,20000,42466.54820118834
ROI,testfiles/kroD100.tsp,100,0,139577.19203786427
ROI,testfiles/kroD100.tsp,100,2000,95996.255931038
ROI,testfiles/kroD100.tsp,100,5000,76621.50544998761
ROI,testfiles/kroD100.tsp,100,10000,63282.8789337464
ROI,testfiles/kroD100.tsp,100,20000,52728.87115323523
TOI,testfiles/kroD100.tsp,100,0,147677.46673838946
TOI,testfiles/kroD100.tsp,100,2000,45592.689238424675
TOI,testfiles/kroD100.tsp,100,5000,32997.88702229337
TOI,testfiles/kroD100.tsp,100,10000,26024.377762570835
TOI,testfiles/kroD100.tsp,100,20000,23610.15867445296
TOS,testfiles/kroD100.tsp,100,0,142063.13365652598
TOS,testfiles/kroD100.tsp,100,2000,63655.34263994937
TOS,testfiles/kroD100.tsp,100,5000,53395.77743848348
TOS,testfiles/kroD100.tsp,100,10000,46568.71127795797
TOS,testfiles/kroD100.tsp,100,20000,38204.221364271514
ROI,testfiles/kroD100.tsp,200,0,143105.34482584402
ROI,testfiles/kroD100.tsp,200,2000,110652.83936163867
ROI,testfiles/kroD100.tsp,200,5000,92478.21271897726
ROI,testfiles/kroD100.tsp,200,10000,79765.90538149272
ROI,testfiles/kroD100.tsp,200,20000,62648.09823717161
TOI,testfiles/kroD100.tsp,200,0,143171.94844986507
TOI,testfiles/kroD100.tsp,200,2000,46372.809147201304
TOI,testfiles/kroD100.tsp,200,5000,34870.00111563132
TOI,testfiles/kroD100.tsp,200,10000,28330.846397057147
TOI,testfiles/kroD100.tsp,200,20000,23301.330930109038
TOS,testfiles/kroD100.tsp,200,0,143615.6173015805
TOS,testfiles/kroD100.tsp,200,2000,68163.93181403072
TOS,testfiles/kroD100.tsp,200,5000,54172.787541677644
TOS,testfiles/kroD100.tsp,200,10000,45413.5608849315
TOS,testfiles/kroD100.tsp,200,20000,38692.06753967994
ROI,testfiles/lin105.tsp,20,0,103910.37957425564
ROI,testfiles/lin105.tsp,20,2000,51448.109289978056
ROI,testfiles/lin105.tsp,20,5000,41173.11630294816
ROI,testfiles/lin105.tsp,20,10000,32183.149960526094
ROI,testfiles/lin105.tsp,20,20000,25679.882861747763
TOI,testfiles/lin105.tsp,20,0,114449.55533223672
TOI,testfiles/lin105.tsp,20,2000,33280.275828447404
TOI,testfiles/lin105.tsp,20,5000,24938.892292844175
TOI,testfiles/lin105.tsp,20,10000,19158.31735013411
TOI,testfiles/lin105.tsp,20,20000,16972.90965874227
TOS,testfiles/lin105.tsp,20,0,111865.87223559688
TOS,testfiles/lin105.tsp,20,2000,42961.1735703112
TOS,testfiles/lin105.tsp,20,5000,36318.97851848851
TOS,testfiles/lin105.tsp,20,10000,32092.76110857532
TOS,testfiles/lin105.tsp,20,20000,29105.58117491502
ROI,testfiles/lin105.tsp,50,0,111823.55859935854
ROI,testfiles/lin105.tsp,50,2000,58728.58607811778
ROI,testfiles/lin105.tsp,50,5000,50465.82262941335
ROI,testfiles/lin105.tsp,50,10000,40531.14369497641
ROI,testfiles/lin105.tsp,50,20000,32796.50003452731
TOI,testfiles/lin105.tsp,50,0,113554.27809613312
TOI,testfiles/lin105.tsp,50,2000,36209.725689807645
TOI,testfiles/lin105.tsp,50,5000,24112.067830724955
TOI,testfiles/lin105.tsp,50,10000,19493.95889012186
TOI,testfiles/lin105.tsp,50,20000,16638.633070426324
TOS,testfiles/lin105.tsp,50,0,110864.83129402793
TOS,testfiles/lin105.tsp,50,2000,44935.61515217517
TOS,testfiles/lin105.tsp,50,5000,35974.80315967369
TOS,testfiles/lin105.tsp,50,10000,32227.411633576365
TOS,testfiles/lin105.tsp,50,20000,30432.420879358782
ROI,testfiles/lin105.tsp,100,0,110025.16280931044
ROI,testfiles/lin105.tsp,100,2000,74905.22966016621
ROI,testfiles/lin105.tsp,100,5000,60035.76037809557
ROI,testfiles/lin105.tsp,100,10000,45975.35446968882
ROI,testfiles/lin105.tsp,100,20000,37693.2527824787
TOI,testfiles/lin105.tsp,100,0,106590.16630439652
TOI,testfiles/lin105.tsp,100,2000,33120.77993225631
TOI,testfiles/lin105.tsp,100,5000,25357.62752531055
TOI,testfiles/lin105.tsp,100,10000,19519.738673617627
TOI,testfiles/lin105.tsp,100,20000,15954.207977069678
TOS,testfiles/lin105.tsp,100,0,108911.4133227515
